"","Group","filename","unittitle.text","didunitdate.text","didlanguage.attrs","didabstract.text","level","primarynode.attrs","didunitdate.attrs","container.text","didcontainer.attrs.1","didcontainer.attrs.2","scopecontentid.attrs","scopecontenthead.text","scopecontentp.text","accessrestrictid.attrs","accessrestricthead.text","accessrestrictp.text","note.text","Hierarchical_Relationship","Description_Level","Year_Num"
"105",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 1(33)-9(41)"
"106",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 1(42)-3(44)"
"107",40,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AGITATSIONNAIA LISTOVKA Redaktsionnaia kollegiia: T. G. Avaliani, R. Kuliev, E. B. Sakhon'ko, N. N. Sergeev. Moscow, Russia. 199?-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"1999: one unnumbered issue with headline ""VTsBK: rabochii proryv""",1,"Series",NA
"108",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no.  one unnumbered issue with headline ""VTsBK: rabochii proryv"""
"109",41,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AGRARNAIA REFORMA V ROSSII press-biulleten' dlia federal'nykh, oblastnykh i raionnykh sredstv massovoi informatsii. [s. l. : s. n. ]. 1995-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 1 (October)",1,"Series",NA
"110",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 1 (October)"
"111",42,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AHRO informatsiino-reklamna hazeta. Ivano-Frankivs'ka Obl., Ukraine. 19??-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 191991: no. 44(220)",1,"Series",NA
"112",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 19"
"113",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 44(220)"
"114",43,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AISBERG prilozhenie k press-biulleteniu ""Svoboda mnenii."" See also: Svoboda mnenii Redaktor: Vinogradov, G. Leningrad, Russia. 19??-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 1-3",1,"Series",NA
"115",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1-3"
"116",44,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AKHINA WELAT [= Ston Rodiny] Uchreditel': Kurdskaia natsional'no-kul'turnaia avtonomiia g. Moskvy. Redaktor: Korda Mad. Moscow, Russia. Monthly. 1998?-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"2001: no. 9(134)-10(135), no. 12(137)2002: no. 1(138)",1,"Series",NA
"117",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 9(134)-10(135), 12(137)"
"118",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1(138)"
"119",45,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AKMATOVSKII VESTNIK literaturnyi vypusk «Russkogo Vestnika». Redaktor: Mikhail Bogustov. Valka, Latvia. 1989-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 2(3)",1,"Series",NA
"120",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 2(3)"
"121",46,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AKTSIIA gazeta dlia dumaiushchei molodezhi. Glavyni redaktor: Svetlana Maksimchenko. Moscow, Russia. 2001-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: no. 6(13)",1,"Series",NA
"122",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 6(13)"
"47",47,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AKTUAL'NAIA INFORMATSIIA vserossiiskii obshchestvenno-politicheskii ezhenedel'nik. Glavnyi redaktor: Vadim Bondar'. Moscow, Russia. Weekly. 2000?-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"2001: no. 6(10) (June)",1,"Series",NA
"124",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 6(10) (June)"
"125",48,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AKTUAL'NAIA TEMA  Obshchestvenno-politicheskii tsentr MGK i MK KPSS. Otv. za vypusk: Ermachenko, A. Moscow, Russia. 19??-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 12, no. 14",1,"Series",NA
"126",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 12, 14"
"49",49,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","ALANTAE Redaktor: Akhwhar Tulaev. Vladikavkaz, Russia. 1994-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 14",1,"Series",NA
"128",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 14"
"129",50,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","ALASHARA vestnik Moskovskogo obshchestva Abkhazskoi kul'tury ""Nartaa."" Otv. redaktor: Chirikba, V. Moscow, Russia. 1989-",NA,NA,NA,"series","series",NA,"4","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: no. 1 (Dec. 30)1990: no. 1(2)-2(3) (Jan. -Feb. )",1,"Series",NA
"130",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no. 1 (Dec. 30)"
"131",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1(2)-2(3) (Jan. -Feb. )"
"132",51,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","ALEKS-INFORM Russkaia natsional-patrioticheskaia gazeta. Redaktor: O. Kitter. Samara, Russia. 24 issues per year. 1998?-",NA,NA,NA,"series","series",NA,"6","Box","Box: ",NA,NA,NA,NA,NA,NA,"1999: no. 6(17), no. 8(19), no. 10(21), no. 16(27), no. 17(29)-21(32), no. 23(34)-24(35)2000: no. 1(60)-2(61), no. 5(64), no. 8(67)-9(68), no. 12(71)-13(72), no. 15(74)-19(78), no. 21(80)-24(83)2001: no. 3(86)-5(88), no. 7(90)-12(95), no. 13(95) [sic], no. 14(95) [sic], no. 15(96)-23(104)2002: no. 1(105)-4(108)2003: no. 10(137), no. 22(149)2004: no. 1(152)-2(253)",1,"Series",NA
"133",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 6(17), 8(19), 10(21), 16(27), 17(29)-21(32), 23(34)-24(35)"
"134",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 1(60)-2(61), 5(64), 8(67)-9(68), 12(71)-13(72), 15(74)-19(78), 21(80)-24(83)"
"135",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 3(86)-5(88), 7(90)-12(95), 13(95) [sic], 14(95) [sic], 15(96)-23(104)"
"136",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1(105)-4(108)"
"137",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 10(137), 22(149)"
"138",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1(152)-2(253)"
"139",52,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'-FIKR See: Mysl' = Al'-fikr. ",NA,NA,NA,"series","series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Series",NA
"140",53,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'-KODS Mezhdunarodnaia kul'turno-prosvetitel'skai gazeta. Palestinskii golos, zateriannyi v Rossii. Subtitle varies: 1995 no. 1(56) ""Russko-Palestinskii golos""Izdatel' gazety - doktor Shaaban Khafiz. Moscow, Russia. 2 issues per month. 19??-",NA,NA,NA,"series","series",NA,"5-6","Box","Box: ",NA,NA,NA,NA,NA,NA,"1992: no. 10/34, no. 36, no. 38(3), no. 40(4)-42(6)1993: no. 1/2(7/8)-15(21)1994: no. 16(22), no. 2(23)-6(27), no. 8(29)-21(42), no. 24(45)-33(54)1995: no. 1(56)-12(67)1996: no. 1(68)-2(69)",1,"Series",NA
"141",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 10/34, 36, 38(3), 40(4)-42(6)"
"142",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 1/2(7/8)-15(21)"
"143",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1994: no. 16(22), 2(23)-6(27), 8(29)-21(42), 24(45)-33(54)"
"144",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 1(56)-12(67)"
"145",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 1(68)-2(69)"
"146",54,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","ALLO literaturnye opyty. Redaktor: Makarova-Naumova, D. Leningrad, Russia. 1990-",NA,NA,NA,"series","series",NA,"6","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 21991: no. 1(3)-4(6)1992: no. 1(7)-2(8), no. 4(10)-5(11)",1,"Series",NA
"147",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 2"
"148",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 1(3)-4(6)"
"149",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 1(7)-2(8), 4(10)-5(11)"
"150",55,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","ALMA MATER studencheskaia gazeta. Redaktor: Kuzovkin, D. Tartu, Estonia. 1990-",NA,NA,NA,"series","series",NA,"6","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 1-2 (Mar. -Apr. ), no. 1(3)-2(4) (Sept. -Oct. )1991: January - spetsial'nyi vypusk, no. 2(4)-3(5)",1,"Series",NA
"151",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1-2 (Mar. -Apr. ), no. 1(3)-2(4) (Sept. -Oct. )"
"152",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. January - spetsial'nyi vypusk, no. 2(4)-3(5)"
"153",56,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'MANAKH vestnik Litovskogo dvizheniia za perestroiku ""Sajudis."" Vestnik LDP. Redaktor: Kozailis, A. Vilnius, Lithuania. 1988-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"198? one unnumbered and undated issue with lead article titled  ""Tainye dokumenty...""198? no. 4 (undated) ""spetsvypusk"" 1988: no. 10 (September), no. 12 (October)",1,"Series",NA
"154",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1988: no. 10 (September), 12 (October)"
"155",57,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Kiev)gazeta ob'edinennykh sotsial-demokratov Gl. redaktor S. Grabovskii. Kiev, Ukraine. 1996",NA,NA,NA,"series","series",NA,"458","Box","Box: ",NA,NA,NA,NA,NA,NA,"1998: spetsvypusk",1,"Series",NA
"156",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no.  spetsvypusk"
"157",58,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Leningrad) organ Svobodnoi demokraticheskoi partii. Redkollegiia: Svetova, L., El'kin, G. Leningrad, Russia. 19??-",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"19??: one unnumbered and undated issue (2 p. )",1,"Series",NA
"158",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","19??: no.  one unnumbered and undated issue (2 p. )"
"159",59,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (L'vov) ezhenedel'nik informtsentra USSDA. Otvetstvennyi za vypusk: Red'ko, D. L'vov, Ukraine. 1990?-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 3",1,"Series",NA
"160",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 3"
"161",60,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Minsk) Organ Sotsial-demokraticheskogo soiuza. Has supplement: Glasnost' See also: Glasnost' (Minsk) Gl. redaktor: Berezin, V. A. Minsk, Byelorussia. 1989-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: no. 1 (September), no. 2 (October), no. 3 (December)1990: no. 4 (April)",1,"Series",NA
"162",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no. 1 (September), 2 (October), 3 (December)"
"163",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 4 (April)"
"164",61,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Moscow) mezhregional'nyi sotsial-demokraticheskii vestnik. Sotsial demokraticheskaia assotsiatsiia; Sotsial-demokraticheskaia partiia Rossiiskoi federatsii. Redaktor: Nyrko, V. M. Moscow, Russia. Monthly. 1990-",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: July, no. 1-41991: no. 5-7, no. 9-10, no. 12-141992: no. 1(15)-4(18), no. 6(20)-261993: no. 1(27)-2(28), no. 29-31, no. 33-35",1,"Series",NA
"165",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no.  July, 1-4"
"166",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 5-7, 9-10, 12-14"
"167",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 1(15)-4(18), 6(20)-26"
"168",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 1(27)-2(28), 29-31, 33-35"
"169",62,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Murmansk)  Murmanskii oblastnoi Soiuz kooperativov. Redaktor: Valamina, Iu. Murmansk, RSFSR.  ",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: September",1,"Series",NA
"170",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no.  September"
"171",63,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Perm')  Demokraticheskii soiuz. Redaktor: Bychenkov, S. I. Perm', RSFSR. 1989-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: no. 2 (September)",1,"Series",NA
"172",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no. 2 (September)"
"173",64,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Ternopol') hazeta Ternopil's'koi orhanizatsii partii demokratychnoho vidrodzhennia Ukrainy. Ternopol', Ukraine. Semimonthly. 1991-",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 2",1,"Series",NA
"174",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 2"
"175",65,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Tver') politicheskaia gazeta. Redaktsiia: M. Galaida, D. Gevarin, N. Vikhrev, V. Vladimirov, Ia. Sapatin. Tver', Russia. Approx. 6 issues per year. 1991-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"2004: no. 22005: no. 3-6, no. 82006: no. 9",1,"Series",NA
"176",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 2"
"177",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 3-6, 8"
"178",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 9"
"179",66,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA (Vilnius) nezavisimaia gazeta poselok Snechkus; prilozhenie k gazeta ""Soglasie."" Demokraticheskii klub poselka Snechkus; Atgimimas (tovarishchestvo). See also: Soglasie Redaktor: Zhdanova, R. Vilnius, Lithuania. Semimonthly. 1990?-",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 5(17), no. 7(19)-9(21)",1,"Series",NA
"180",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 5(17), 7(19)-9(21)"
"181",67,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVA KPSS  Partiia Demokraticheskii soiuz. [s. l. : s. n. ]. 19??-",NA,NA,NA,"series","series",NA,"460","Box","Box: ",NA,NA,NA,NA,NA,NA,"19?? one unnumbered and undated issue (18 p. )",1,"Series",NA
"182",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","19??: no. one unnumbered and undated issue (18 p. )"
"183",68,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVNYI TVORCHESKII VESTNIK See: A T V. ",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,NA,1,"Series",NA
"184",69,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATIVY Mezhdunarodnyi obshchestvenno-politicheskii i analiticheskii zhurnal. Redaktor: A. Buzgalin. Moscow, Russia. Semiannual. 1991-",NA,NA,NA,"series","series",NA,"461-462","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 11993: no. 31994: no. 1(4)-2(5)1995: no. 1-31996: no. 2-31996/97: no. 41997: no. 2-31998: no. 1-21999: no. 2-42000: no. 1-42001: no. 1, no. 42002: no. 3-42005: no. 3",1,"Series",NA
"185",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 3"
"186",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 1(4)-2(5)"
"187",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 1-3"
"188",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 2-31996/"
"189",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 4"
"190",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 2-3"
"191",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 1-2"
"192",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 2-4"
"193",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 1-4"
"194",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 1, 4"
"195",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 3-4"
"196",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996/97: no. 3"
"197",70,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AL'TERNATYVA shchotyzhnevyk L'vivs'koi Sotsial-demokratychnoi orhanizatsii. L'vov, Ukraine. 19??-",NA,NA,NA,"series","series",NA,"462","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 1",1,"Series",NA
"198",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1"
"199",71,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AMBRAZURA listok Leningradskoi organizatsii revoliutsionnogo komsomola - RKSM(B). [Sankt-Peterburg, Russia. ]. 2002?-",NA,NA,NA,"series","series",NA,"462","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002? nos. 4,7",1,"Series",NA
"200",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002?: no. . 4,7"
"201",72,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AMFITEATR ezhenedel'naia gazeta. Otv. redaktor: Maisurian, A. Moscow, Russia. Weekly. 19??-",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"1992: no. 1-3",1,"Series",NA
"202",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 1-3"
"203",73,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AMI = NAROD MOISee: Narod Moi. ",NA,NA,NA,"series","series",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Series",NA
"204",74,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","AMVON pravoslavnyi zhurnal v pomoshch' katekhizatoru i missioneru. Redaktor: Vershillo, P. A. Moscow, Russia. 198?-",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"198?: no. 1, no. 3",1,"Series",NA
"205",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","198?: no. 1, 3"
"206",75,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","ANARKHICHESKII VESTNIK gazeta Regional'nogo Obshchestvennogo Dvizheniia ""Anarkhicheskii Al'ians."" Uchreditel': Dvizhenie ""Anarkhicheskii Al'ians"" i proekt ""Avtonomnoe Deistvie""Glanyi redaktor: S. Nikiforov. Moscow, Russia. 1999?-",NA,NA,NA,"series","series",NA,"462","Box","Box: ",NA,NA,NA,NA,NA,NA,"1999: no. 2 (June-August), no. 3 (September-October)2000: no. 4 (January-March), no. 5 (April-October), no. 6 (November 2000 - May 2001)",1,"Series",NA
"207",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 2 (June-August), 3 (September-October)"
"208",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 4 (January-March), 5 (April-October), 6 (November 2000 - May 2001)"
"209",76,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","ANARKHIIA (Donetsk) Sotsial'no-revoliutsionnoe obozrenie. Federatsii Anarkhistov Donbassa. Konfederatsiia anarkho-sindikalistov. Redaktor: M. Volin. Donetsk, Ukraine. 1993-",NA,NA,NA,"series","series",NA,"7","Box","Box: ",NA,NA,NA,NA,NA,NA,"1993: unnumbered issue1996: no. 1(2)",1,"Series",NA
"210",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no.  unnumbered issue"
"211",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 1(2)"
